code,country,gdp_per_capita,median_age,life_expectancy,hospital_beds_per_thousand,diabetes_prevalence,population_density,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,excess_mortality_cumulative_per_million
THA,Thailand,21740.541015625,39.19400024414063,75.29129791259766,2.390000104904175,10.199999809265137,140.41246032714844,79.46643,74.56032,2781.7136
TJK,Tajikistan,4755.93310546875,21.742000579833984,71.5624008178711,4.039999961853027,8.0,73.3642807006836,52.329185,50.99001,1503.0742
TKL,Tokelau,,26.55500030517578,76.88700103759766,,,231.1999969482422,95.28547,95.28547,
TKM,Turkmenistan,18662.298828125,25.93099975585937,69.91329956054688,3.5999999046325684,7.099999904632568,15.385689735412598,63.82771,63.19193,
TLS,East Timor,3890.95751953125,20.63999938964844,67.36840057373047,0.3799999952316284,3.200000047683716,92.08466339111328,64.76584,58.552513,
TON,Tonga,7030.4189453125,20.72599983215332,72.63529968261719,,19.600000381469727,145.90695190429688,83.1723,73.66758,
TTO,Trinidad and Tobago,31960.15625,36.22600173950195,73.33080291748047,2.369999885559082,12.399999618530272,291.6029357910156,50.430336,48.061897,
TUN,Tunisia,12774.916015625,31.74399948120117,76.05049896240234,1.8200000524520876,16.0,78.00809478759766,73.41035,52.823357,1961.1783
TUR,Turkey,36154.4921875,32.071998596191406,77.59130096435547,3.049999952316284,16.5,113.11730194091795,66.554184,61.081894,3425.286
TUV,Tuvalu,5812.3994140625,24.256000518798828,66.85160064697266,,19.0,333.7333374023437,97.512985,94.93607,
TWN,Taiwan,,42.91699981689453,80.15689849853516,,,661.3981323242188,93.50615,88.783066,1620.1631
TZA,Tanzania,3713.262939453125,17.124000549316406,66.87860107421875,0.8399999737739563,9.800000190734863,73.0546646118164,53.212738,49.706203,
UGA,Uganda,2879.670166015625,16.33799934387207,67.67469787597656,,2.200000047683716,235.9501190185547,42.34208,27.605951,
UKR,Ukraine,16318.43359375,41.45100021362305,72.658203125,6.139999866485596,6.0,70.84703063964844,39.628956,38.347157,4533.1055
URY,Uruguay,32038.7734375,35.49599838256836,76.46820068359375,2.440000057220459,7.800000190734863,19.374431610107425,88.780334,85.616646,2139.8403
USA,United States,75489.265625,37.720001220703125,77.97889709472656,2.680000066757202,13.699999809265137,37.33665084838867,79.1216,67.52983,3967.7212
UZB,Uzbekistan,10450.205078125,26.836000442504883,72.14649963378906,4.889999866485596,7.5,79.2890396118164,63.237354,52.81149,1821.1212
VAT,Vatican,,59.875,83.33540344238281,,,1165.9090576171875,,,
VCT,Saint Vincent and the Grenadines,18714.19921875,33.632999420166016,71.19059753417969,3.2100000381469727,8.600000381469727,261.70001220703125,36.773365,30.992622,1232.5092
VEN,Venezuela,,28.809999465942383,72.56559753417969,0.9900000095367432,8.600000381469727,31.98573303222656,78.5355,53.048817,
VGB,British Virgin Islands,,37.119998931884766,77.177001953125,,,255.63999938964844,50.764095,47.621655,
VIR,United States Virgin Islands,46479.30078125,44.57099914550781,75.0448989868164,,9.100000381469728,247.20285034179688,,,
VNM,Vietnam,14415.2158203125,31.9379997253418,74.50250244140625,2.5199999809265137,3.400000095367432,318.0326538085937,90.7876,86.23695,
VUT,Vanuatu,3172.047607421875,20.121000289916992,71.30159759521484,,19.700000762939453,25.681787490844727,56.418396,51.82696,
WLF,Wallis and Futuna,,36.5989990234375,78.50050354003906,,,82.1500015258789,62.168507,59.15138,
WSM,Samoa,7686.24951171875,20.090999603271484,71.55030059814453,,25.399999618530277,77.43524932861328,88.912994,82.66549,
YEM,Yemen,,18.118000030517575,67.95169830322266,0.4600000083446502,5.5,72.39592742919922,2.7475743,2.1114502,
ZAF,South Africa,13597.654296875,27.91900062561035,65.45359802246094,,7.199999809265137,51.42109680175781,38.81303,33.727688,5123.385
ZMB,Zambia,3708.069091796875,17.288000106811523,65.27909851074219,,10.300000190734863,27.10950469970703,58.113445,45.719406,
ZWE,Zimbabwe,5215.2529296875,17.683000564575195,62.36009979248047,1.950000047683716,1.5,41.53822326660156,46.83461,35.236153,
